lat,lng,trab,nao_trab,total,tipo,focal,peri,nebul,mecanico,alternativo,agente,ordem,casa,im_aegypti,im_albopictus
-23.71088,-46.52481,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.52476,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71089,-46.52476,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71089,-46.5247,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.52473,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.52474,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71089,-46.52474,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71091,-46.52472,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71092,-46.52472,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71092,-46.52474,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71091,-46.52477,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71091,-46.52479,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71092,-46.5248,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71092,-46.52475,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7109,-46.52475,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71092,-46.52476,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71093,-46.52478,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71095,-46.52476,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71094,-46.52471,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71095,-46.52472,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71093,-46.52472,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71093,-46.52473,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71087,-46.52459,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71087,-46.5246,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.5246,8,0,8.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.52466,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71089,-46.52467,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71063,-46.52454,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7107,-46.52516,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71061,-46.52528,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71059,-46.52529,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71061,-46.5253,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71061,-46.52533,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71058,-46.52529,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71057,-46.5253,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70998,-46.52541,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71006,-46.52484,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71013,-46.52466,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71026,-46.52481,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7157,-46.5948,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71575,-46.59473,0,1,1.0,2,0.0,0.0,0.0,1.0,0.0,,,,,
-23.71572,-46.5947,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71574,-46.59469,1,0,1.0,2,0.0,0.0,0.0,0.0,1.0,,,,,
-23.71572,-46.59466,1,0,1.0,2,0.0,0.0,0.0,0.0,1.0,,,,,
-23.71571,-46.59469,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71571,-46.59464,1,0,1.0,2,0.0,0.0,0.0,1.0,0.0,,,,,
-23.71571,-46.59467,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71565,-46.59464,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71596,-46.56863,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71575,-46.56807,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7159,-46.56807,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71592,-46.56811,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71588,-46.56823,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7159,-46.56822,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71591,-46.56818,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71597,-46.5682,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71596,-46.56815,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71602,-46.56821,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71596,-46.56822,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71597,-46.56825,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.716,-46.56833,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71605,-46.56834,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71607,-46.56815,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71618,-46.56824,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71616,-46.5682,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71622,-46.56816,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71901,-46.5664,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71901,-46.56629,0,3,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71899,-46.56629,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71901,-46.5663,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71902,-46.56628,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71906,-46.56639,3,3,6.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71905,-46.56636,2,3,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71907,-46.56646,11,6,17.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71891,-46.56768,1,1,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71897,-46.56771,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73782,-46.55243,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73784,-46.55258,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73782,-46.55257,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73783,-46.55257,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73782,-46.55258,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73773,-46.55271,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73774,-46.55266,4,1,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73773,-46.55264,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73773,-46.55258,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73773,-46.55263,6,1,7.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73774,-46.55255,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73776,-46.55264,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7378,-46.55259,2,1,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73778,-46.5526,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7378,-46.55261,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73781,-46.55262,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73778,-46.55263,5,0,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73775,-46.55248,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7377,-46.55233,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73771,-46.55243,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73763,-46.55254,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73763,-46.55255,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73764,-46.55265,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73767,-46.55266,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73767,-46.55267,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73768,-46.55268,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73762,-46.55265,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.73759,-46.55268,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72233,-46.56045,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72227,-46.55985,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72226,-46.55977,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72225,-46.55982,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72222,-46.55928,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72225,-46.55942,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72214,-46.55924,1,1,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72113,-46.56088,1,6,7.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7211,-46.56083,2,5,7.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72108,-46.56092,3,3,6.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72207,-46.5575,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72215,-46.55808,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72209,-46.55805,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72222,-46.55784,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72252,-46.55621,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72224,-46.55621,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72219,-46.55633,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72222,-46.55635,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72214,-46.5563,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72207,-46.55625,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72858,-46.53896,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72863,-46.53896,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72862,-46.53896,9,0,9.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72861,-46.53896,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72861,-46.53892,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72862,-46.53898,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72856,-46.539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72855,-46.53901,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7285,-46.53906,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7285,-46.53907,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7285,-46.53908,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72851,-46.53909,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72852,-46.53909,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7285,-46.53909,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72848,-46.53904,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72851,-46.53902,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72852,-46.53897,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72845,-46.53906,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72781,-46.53866,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72764,-46.53868,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72766,-46.53866,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72768,-46.53863,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72777,-46.53863,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72778,-46.53866,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72779,-46.5386,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7278,-46.53859,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72793,-46.53953,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7283,-46.5392,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7283,-46.53916,5,0,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72842,-46.53913,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72842,-46.53919,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72845,-46.53918,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72846,-46.53911,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72844,-46.53914,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72847,-46.53914,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72848,-46.53911,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72851,-46.53911,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72852,-46.53912,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7285,-46.53913,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72848,-46.53923,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72851,-46.53927,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72851,-46.53924,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72845,-46.53923,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72842,-46.53922,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72843,-46.53923,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72853,-46.53942,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72696,-46.54335,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72892,-46.5406,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72892,-46.53988,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72898,-46.53987,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72901,-46.5399,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72902,-46.53976,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.729,-46.53976,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72894,-46.5396,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72892,-46.53973,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72892,-46.53974,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72893,-46.53977,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72894,-46.53978,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72884,-46.53967,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72883,-46.53966,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72881,-46.53962,5,0,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7288,-46.53961,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72882,-46.53972,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72882,-46.5398,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72884,-46.53986,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72885,-46.53987,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72887,-46.53992,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72882,-46.54001,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72875,-46.53988,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72869,-46.53995,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72866,-46.53996,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72871,-46.53965,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72875,-46.53964,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72873,-46.53964,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72869,-46.53935,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72868,-46.53937,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72867,-46.53943,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72857,-46.53944,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72858,-46.53945,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72862,-46.53943,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72854,-46.53918,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72871,-46.53931,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72872,-46.53931,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72875,-46.53928,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72877,-46.53923,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72876,-46.53924,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72879,-46.5392,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7288,-46.53917,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72879,-46.53922,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72879,-46.53923,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72883,-46.53946,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72882,-46.53954,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72884,-46.53954,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72888,-46.53952,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72888,-46.53943,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7289,-46.53943,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72898,-46.53941,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7291,-46.53941,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72906,-46.5394,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72907,-46.53944,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72908,-46.53945,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72908,-46.53976,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72926,-46.53972,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.72974,-46.53961,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75531,-46.57505,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75733,-46.57458,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76163,-46.57628,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76098,-46.57703,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76067,-46.57746,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75991,-46.57684,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76012,-46.57649,1,2,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76016,-46.57658,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76019,-46.57668,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76074,-46.57657,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76051,-46.57575,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76042,-46.5747,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76054,-46.57492,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76095,-46.5762,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76112,-46.57592,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76113,-46.57586,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76128,-46.57544,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75942,-46.57247,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75814,-46.5742,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75374,-46.58177,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75366,-46.58179,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75358,-46.58174,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75365,-46.58186,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.75984,-46.59726,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7738,-46.57962,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77382,-46.57968,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76722,-46.57984,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76752,-46.57858,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7675,-46.57856,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76771,-46.57859,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76948,-46.57982,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76919,-46.57995,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76922,-46.57988,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76903,-46.57969,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76895,-46.57979,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.76889,-46.57969,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77013,-46.57951,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77034,-46.57945,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77037,-46.57944,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77045,-46.57886,5,0,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7715,-46.57999,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77109,-46.58043,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77124,-46.58054,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77137,-46.58066,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77142,-46.58076,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77111,-46.58063,5,1,6.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77107,-46.58096,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77093,-46.58183,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77098,-46.58177,1,0,1.0,2,0.0,1.0,0.0,0.0,0.0,,,,,
-23.77009,-46.58499,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77056,-46.58572,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77055,-46.58572,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7707,-46.58571,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77106,-46.58481,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77108,-46.58479,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77112,-46.5847,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7711,-46.58471,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77108,-46.58472,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77105,-46.58469,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77114,-46.58475,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77148,-46.58361,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77148,-46.58352,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77141,-46.5835,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77143,-46.58351,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77142,-46.58336,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77142,-46.5832,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77134,-46.58329,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.77106,-46.58398,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
